"session","created","modified","ended","expired","pregunta1","cuidado_tiempo","cuidado_1","cuidado_2","cuidado_3","cuidado_4","cuidado_5","cuidado_6","cuidado_7","cuidado_8","cuidado_9","cuidado_10","cuidado_11","cuidado_12","cuidado_multiple"
"WaDk-WJi8dnFU3IemajgmYU4T4EyAT6rpwVg3trKQZ-Nfh5c5pIerQ8ds0QRX7UV","2022-11-15 17:22:12","2022-11-15 17:22:22","2022-11-15 17:22:22","","1","","","","","","","","","","","","","",""
"0xncM8LMqs7WO2kwGXSYMZcZDkR4XLVD5LP2hl0noZ06SNsDq-S4R4s1oyDkYAYQ","2022-11-15 18:00:27","2022-11-15 18:00:43","2022-11-15 18:00:43","","1","","","","","","","","","","","","","",""
"_Y7Jk9klLNoqEbagImxVpcNfutQOTPEzwuqIuWsfCnvgIMgXEg1uNDnV1iuDF6Nm","2022-11-15 18:55:35","2022-11-15 18:55:48","2022-11-15 18:55:48","","1","","","","","","","","","","","","","",""
"4qL1lQ6lfDC4grN99Qfq1JEIt92lpt_KaX55gjHGoVkArAnUOhmTyv66Xs9YM62K","2022-11-15 19:21:13","2022-11-15 19:21:25","2022-11-15 19:21:25","","1","","","","","","","","","","","","","",""
"1vv2z9dEezRoU0FdlLrdBpxkSMvZJAxcCsq4X3nDhRr57S1yEjhsVSn43h1VF9up","2022-11-15 19:21:38","2022-11-15 19:22:06","2022-11-15 19:22:06","","1","","","","","","","","","","","","","",""
"RIBlNhF_uh-hZjsqWpjBO5C5TwIQL__9iVWFnEs9Gjyzjhfnb_6q1TkjMc57uYfj","2022-11-15 19:31:09","2022-11-15 19:31:27","2022-11-15 19:31:27","","1","","","","","","","","","","","","","",""
"RANPYKvPeuOCRikbGDkFSSRUNeijQoHBirfUvz8bKJUJRbq6TYJf6CjNJwbKPL0s","2022-11-15 19:38:13","2022-11-15 19:38:28","2022-11-15 19:38:28","","1","","","","","","","","","","","","","",""
"-rxBjGnxGWNGa6PR506FUk1HsoFv5ufEK1ILTLCVExfpeN8gd6UZ1tQAtZXkf2jG","2022-11-15 20:37:10","2022-11-15 20:37:27","2022-11-15 20:37:27","","1","","","","","","","","","","","","","",""
"helpfulPygmyXXXWNaJQlj8a8Kvv_1cq9MYzq2Dm6F96-4H-kio4tY0HCPbVe9Q6","2022-11-15 20:46:17","2022-11-15 20:46:35","2022-11-15 20:46:35","","1","","","","","","","","","","","","","",""
"Jh440YPaIonqvMXQ-A1-w9-NfriDaFYabF0sEUHhepSO-SThpotGkwcf0SZThg2N","2022-11-15 20:46:25","2022-11-15 20:46:31","2022-11-15 20:46:32","","3","","","","","","","","","","","","","",""
"ZUwndYrvvbSbnwbwak9ZcmFx2SgDIMuO22HYL9R_eWb1y-phieKN3jbWT1kwlSTc","2022-11-15 20:52:33","2022-11-15 20:52:45","2022-11-15 20:52:45","","1","","","","","","","","","","","","","",""
"fmyrSACPeLlPs5zlG37wEdubB2alJRiippMK8StN7RsHKxjH_lBpnok7COePkFWj","2022-11-15 22:15:05","2022-11-15 22:15:16","2022-11-15 22:15:17","","1","","","","","","","","","","","","","",""
"Ga6TYx66tWHf1y__Qj_iTT7slaOTcaBrNGA6wfyyBVjXLapEy4xzd8E3vuUYUC2c","2022-11-15 22:22:31","2022-11-15 22:22:47","2022-11-15 22:22:47","","1","","","","","","","","","","","","","",""
"QlNrolXSpenuhQFKZEqkh-g1AlhTTnnvZ50scguUYUgbx9sE0FbvAcovyhxYQvLy","2022-11-15 22:24:35","2022-11-15 22:24:54","2022-11-15 22:24:55","","1","","","","","","","","","","","","","",""
"lX7LciWuNAzOEMme_nFFRpfA9AOftxwBB8eZ8bsifku521tQOePZj34v-ye-6pCy","2022-11-15 22:32:11","2022-11-15 22:32:27","2022-11-15 22:32:27","","1","","","","","","","","","","","","","",""
"qHjmYWKB17EL3MVhmLgqFIatDS1Cbwzb2cd0hptGTgPy2-IzYOtvRqgkUX4UWjvt","2022-11-15 22:48:09","2022-11-15 22:48:24","2022-11-15 22:48:24","","1","","","","","","","","","","","","","",""
"TBB-RVQk48vz8Kj4XHxC8jx2SHVIBiKRDxoz9dSmZhjs8V_tDlSnFmfn8U3XwQLW","2022-11-15 23:36:55","2022-11-15 23:37:11","2022-11-15 23:37:11","","1","","","","","","","","","","","","","",""
"yS0ANC9cM7-X9Zk4rVd4oKxeeBZo__TOAp50zte-vVPVzzknYHQ_AEmobJPfkE4i","2022-11-15 23:37:00","2022-11-15 23:49:33","2022-11-15 23:49:34","","1","","","","","","","","","","","","","",""
"k6DFYxJaI2GTuHnLGc6yx_vJ5FUVFg_DvhKuL9KYuXul92iL5KaFCKnCS9GlmTFc","2022-11-16 00:24:05","2022-11-16 00:24:24","2022-11-16 00:24:26","","1","","","","","","","","","","","","","",""
"rORBG_YfobjShngBbF6HELtu4CviJNaT-c3VTTCYHmQGZ-7KJZze5XtNhCJNpWF_","2022-11-16 01:18:40","2022-11-16 01:18:49","2022-11-16 01:18:51","","1","","","","","","","","","","","","","",""
"FPryQuH5eAFC6cdMMLT3m3snlQ48zWxCKQjsv-StMQ4cpMpHMAfzwQgRD7ASw-Ex","2022-11-16 02:49:34","2022-11-16 02:49:50","2022-11-16 02:49:50","","1","","","","","","","","","","","","","",""
"98Av_-Ldjg4Zpl2burE7u9Qg1O6r_2iB5JXrzgu3lRpbqN6qAoRZKN6aQpI591Ol","2022-11-16 02:58:38","2022-11-16 02:58:48","2022-11-16 02:58:48","","1","","","","","","","","","","","","","",""
"Qu5wrQ7EGPMs1ZO0Uqs2O1hXubhfsYSrrSMu0R0gMqjqXk6KvN_QOgsN0wvM9NWd","2022-11-16 03:52:02","2022-11-16 03:52:14","2022-11-16 03:52:15","","1","","","","","","","","","","","","","",""
"vPV9BOmXtXaFOKxAFGa9lyqxJGwn3l4Sx-McHWCcXSGNYN-PgMT-fs0TRUsmTohj","2022-11-16 04:37:59","2022-11-16 04:38:02","2022-11-16 04:38:03","","1","","","","","","","","","","","","","",""
"vlFRiH9n3FMT7K-AtDF_I2lv2IHXmvEDVfRwBAGeHAiSDzvoZed851ekpkrYCBHJ","2022-11-16 11:02:08","2022-11-16 11:02:22","2022-11-16 11:02:22","","1","","","","","","","","","","","","","",""
"xeMwpPptOwjVfZjzgYVMjwAXZ3EVqU5815JZCZbDQAK7U1QnrEE99OE5MIzuR75R","2022-11-16 12:08:40","2022-11-16 12:09:02","2022-11-16 12:09:02","","1","","","","","","","","","","","","","",""
"50JvRzQZU5ptbqJx5aHVWnKBOgTG3H0LAnTRuEZ5EfXtKhL0hVlxbRSfduphVkiQ","2022-11-16 12:20:30","2022-11-16 12:22:11","2022-11-16 12:22:11","","2","1","1","1","1","1","1","5","2","3","3","4","3","2","1, 6, 8"
"GWPDNs8-c7KWQ4WyvUHqlF9OquIMdZgKJzE_ENvc_QALIr-Oz5BhrvJ3dCM1LZe8","2022-11-16 17:23:09","2022-11-16 17:23:48","2022-11-16 17:23:49","","1","","","","","","","","","","","","","",""
"2gbJVSsgrx6AUm6kpysQaqUTYhHyy-z30xrecQaYCVvrLMZDxcnXnNhRiEklJxML","2022-11-16 17:48:30","2022-11-16 17:49:37","2022-11-16 17:49:37","","2","3","3","2","4","3","4","4","4","3","5","5","4","4","1, 5, 9"
"xsNbE6IuV9nQKXqbZYnZ1eFsjRsNOb4skoPRZf6rcukXEB-ooifhsZP17jho7n66","2022-11-16 21:53:21","2022-11-16 21:53:40","2022-11-16 21:53:40","","1","","","","","","","","","","","","","",""
"cVkxDtEIJ9PrDjqQxxS65b3kpkY2vMS1XeGHYViJr6i8Jxf1k4NIMEP0Q9q55xwX","2022-11-17 04:07:05","2022-11-17 04:10:54","2022-11-17 04:10:54","","2","1","1","1","1","1","1","4","2","1","1","1","1","1","6"
"4MfnfVgl__IT4TFIa0G1eI90uCj6dr9lpbQKz3b7NHg0r6VnJETqqNxurr-UYsFO","2022-11-18 02:32:03","2022-11-18 02:32:15","2022-11-18 02:32:15","","1","","","","","","","","","","","","","",""
"48NFw3VNkbh2eF8C6jxwXRrlAcFdYfnZlVX44n2kP2sO44Xwc8tE2odT5zqXx552","2022-11-18 14:48:51","2022-11-18 14:49:05","2022-11-18 14:49:05","","1","","","","","","","","","","","","","",""
"zZZDKaCfquzi3rUY5wSpHWX3ZUJJxSyXLCXeM9R5lS3O7GafvFz4c5POnruuPlUx","2022-11-18 16:30:25","2022-11-18 16:31:42","2022-11-18 16:31:42","","2","1","1","1","1","1","3","3","1","1","1","1","1","1","1, 6"
"fUduv1WDyJXykmz5mvwxG3kYv0CNFovo2dJytIOY-vO4Kv6oBt0etonAJDKCwMt6","2022-11-18 18:09:01","2022-11-18 18:10:49","2022-11-18 18:10:49","","2","2","3","3","1","1","1","7","1","1","1","1","4","3","1, 2, 11"
"QcQXlOMRiiKF11FsSL53RWYgmB8o9zNk88RrFQlW_KRtvTPVPbjE5CT5cd4TWyKo","2022-11-19 02:19:16","2022-11-19 02:19:25","2022-11-19 02:19:26","","1","","","","","","","","","","","","","",""
"dqIE7-egrXVWs3bxmLi5WOf81WKmUrSi-AgAmqGYVg6NO5_qW4eCIqwBIkEe4UxL","2022-11-19 07:19:22","2022-11-19 07:19:30","2022-11-19 07:19:30","","1","","","","","","","","","","","","","",""
"SgS_LWOQnJ7giEuQaI-mCj7pAcgBjmcibLatbYaXGHpeQ_DuWrzCaAwuagNYBqi3","2022-11-19 07:25:10","2022-11-19 07:26:22","2022-11-19 07:26:22","","2","1","2","2","3","2","3","1","3","2","1","1","1","1","2, 3, 8"
